0.6,36.22683698,-115.0466482,1836.255238,0,0,0.2105903662,0.6848089322,41.15086807,2016/3/26,13:36:56
0.9,36.22683698,-115.0466482,1836.255238,0,0,0.2105903662,0.6848089322,41.15086807,2016/3/26,13:36:56
1.2,36.22683697,-115.0466482,1836.255513,0,0,0.2321036537,0.7083516406,41.15119587,2016/3/26,13:36:56
1.5,36.22683697,-115.0466482,1836.255513,0,0,0.2321036537,0.7083516406,41.15119587,2016/3/26,13:36:56
1.8,36.22683697,-115.0466482,1836.255513,0,0,0.2321036537,0.7083516406,41.15119587,2016/3/26,13:36:56
2.25833,36.22683697,-115.0466482,1836.25581,0,0,0.2317106389,0.7101838517,41.15119815,2016/3/26,13:36:56
2.43333,36.22683697,-115.0466482,1836.255833,0,0,0.2316466205,0.7103332226,41.15119797,2016/3/26,13:36:56
2.70833,36.22683697,-115.0466482,1836.255842,0,0,0.2316050596,0.7104022607,41.15119775,2016/3/26,13:36:56
3.025,36.22683697,-115.0466482,1836.255845,0,0,0.2315695236,0.7104512474,41.15119752,2016/3/26,13:36:56
3.31667,36.22683697,-115.0466482,1836.255844,0,0,0.2315514006,0.7104903441,41.15119746,2016/3/26,13:36:56
3.61667,36.22683697,-115.0466482,1836.255842,0,0,0.2315396878,0.7105272096,41.15119746,2016/3/26,13:36:56
3.925,36.22683697,-115.0466482,1836.255839,0,0,0.2315273683,0.71056193,41.15119745,2016/3/26,13:36:56
4.21667,36.22683697,-115.0466482,1836.255836,0,0,0.2315187158,0.7105911727,41.15119746,2016/3/26,13:36:56
4.50833,36.22683697,-115.0466482,1836.255832,0,0,0.2315060756,0.7106240888,41.15119743,2016/3/26,13:36:56
5.10833,36.22683697,-115.0466482,1836.255824,0,0,0.2314810404,0.7106915453,41.1511974,2016/3/26,13:36:56
5.425,36.22683697,-115.0466482,1836.25582,0,0,0.2314692579,0.7107269201,41.15119739,2016/3/26,13:36:56
5.71667,36.22683697,-115.0466482,1836.255816,0,0,0.2314567539,0.710763283,41.15119738,2016/3/26,13:36:56
6.31667,36.22683697,-115.0466482,1836.255807,0,0,0.2314311861,0.7108363347,41.15119736,2016/3/26,13:36:56
6.61667,36.22683697,-115.0466482,1836.255802,0,0,0.2314182295,0.7108741771,41.15119735,2016/3/26,13:36:56
6.91667,36.22683697,-115.0466482,1836.255798,0,0,0.2314118654,0.7109079522,41.1511974,2016/3/26,13:36:56
